,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fit_intercept,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,class
64,0.0006011962890625,8.63102390853318e-05,0.000603485107421875,7.639526553539753e-05,False,0.16378937069540642,"{'fit_intercept': False, 'C': 0.16378937069540642}",1.0,0.7916666666666666,1.0,0.7083333333333334,0.1428571428571429,0.7285714285714285,0.3145786874009322,5,0.9838709677419355,0.9865591397849462,0.9758064516129032,0.9946236559139785,0.9895833333333334,0.9860887096774194,0.006259747861395168,Milky
65,0.0007434844970703125,0.00021293956545122872,0.0005996227264404297,0.00013428067953669622,False,0.2682695795279726,"{'fit_intercept': False, 'C': 0.2682695795279726}",1.0,0.7916666666666666,1.0,0.7083333333333334,0.1428571428571429,0.7285714285714285,0.3145786874009322,5,0.989247311827957,0.9946236559139785,0.9919354838709677,0.9973118279569892,0.9973958333333334,0.994102822580645,0.0031523402238899617,Milky
66,0.0008606910705566406,0.00014442523005430322,0.0007120132446289063,0.00012568477759710523,False,0.43939705607607904,"{'fit_intercept': False, 'C': 0.43939705607607904}",0.875,0.7916666666666666,1.0,0.75,0.1428571428571429,0.7119047619047618,0.2970613822976788,7,0.9946236559139785,0.9946236559139785,1.0,1.0,1.0,0.9978494623655914,0.002633859938476533,Milky
67,0.0011935710906982421,0.00028661385736792136,0.0007616996765136719,0.0001378063017104493,True,0.7196856730011519,"{'fit_intercept': True, 'C': 0.7196856730011519}",0.5416666666666666,0.875,0.9166666666666666,0.875,0.2857142857142857,0.6988095238095238,0.24693701860284656,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Milky
68,0.0008359432220458984,0.00022980896610500027,0.0006501674652099609,0.0001692716167767861,True,0.43939705607607904,"{'fit_intercept': True, 'C': 0.43939705607607904}",0.5416666666666666,0.7916666666666666,1.0,0.7916666666666666,0.2857142857142857,0.682142857142857,0.24572882016813674,9,1.0,0.9973118279569892,1.0,0.9973118279569892,1.0,0.9989247311827956,0.0013169299692382666,Milky
69,0.002388143539428711,0.0010126391533842637,0.0008147716522216797,0.0003135255116968533,True,1.9306977288832496,"{'fit_intercept': True, 'C': 1.9306977288832496}",0.5,0.875,0.9166666666666666,0.875,0.23809523809523808,0.680952380952381,0.268229899361657,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Milky
70,0.0025363922119140624,0.0018454649535489447,0.0008080005645751953,0.0003187049153077993,True,1.1787686347935873,"{'fit_intercept': True, 'C': 1.1787686347935873}",0.5,0.875,0.9166666666666666,0.7916666666666666,0.2857142857142857,0.6738095238095237,0.2425593412210823,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Milky
71,0.0036781787872314452,0.002186167215929014,0.0007198333740234375,0.00016368003447777304,True,3.1622776601683795,"{'fit_intercept': True, 'C': 3.1622776601683795}",0.5,0.875,0.9166666666666666,0.9166666666666666,0.1428571428571429,0.6702380952380952,0.30675501537184735,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Milky
72,0.003208017349243164,0.0017071743663015467,0.0007554054260253906,0.0003123491076487228,True,5.17947467923121,"{'fit_intercept': True, 'C': 5.17947467923121}",0.5,0.875,0.9166666666666666,0.875,0.1428571428571429,0.6619047619047619,0.3004484554402256,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Milky
73,0.007017326354980469,0.00023801399234858915,0.0008829116821289062,5.6088374852945134e-05,True,37.27593720314938,"{'fit_intercept': True, 'C': 37.27593720314938}",0.5,0.875,0.9166666666666666,0.875,0.1428571428571429,0.6619047619047619,0.3004484554402256,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Milky
